Time;MoteID;State;Value;TotalTicks;Permil
540576000;6;Energest  ] Radio total;58350000;  60000000 ;972
540739000;2;Energest  ] CPU;295712;  60000000 ;4
540739000;2;Energest  ] LPM;59704288;  60000000 ;995
540739000;2;Energest  ] Deep LPM;0;  60000000 ;0
540739000;2;Energest  ] Radio Tx;144552;  60000000 ;2
540739000;2;Energest  ] Radio Rx;52195088;  60000000 ;869
540739000;2;Energest  ] Radio total;52339640;  60000000 ;872
540858000;4;Energest  ] CPU;884208;  60000000 ;14
540858000;4;Energest  ] LPM;59115792;  60000000 ;985
540858000;4;Energest  ] Deep LPM;0;  60000000 ;0
540858000;4;Energest  ] Radio Tx;310440;  60000000 ;5
540858000;4;Energest  ] Radio Rx;58039560;  60000000 ;967
540858000;4;Energest  ] Radio total;58350000;  60000000 ;972
600262000;1;Energest  ] CPU;1166648;  60000000 ;19
600262000;1;Energest  ] LPM;58833352;  60000000 ;980
600262000;1;Energest  ] Deep LPM;0;  60000000 ;0
600262000;1;Energest  ] Radio Tx;556744;  60000000 ;9
600262000;1;Energest  ] Radio Rx;57343256;  60000000 ;955
600262000;1;Energest  ] Radio total;57900000;  60000000 ;965
600383000;5;Energest  ] CPU;2054576;  60000000 ;34
600383000;5;Energest  ] LPM;57945424;  60000000 ;965
600383000;5;Energest  ] Deep LPM;0;  60000000 ;0
600383000;5;Energest  ] Radio Tx;1065480;  60000000 ;17
600383000;5;Energest  ] Radio Rx;56846688;  60000000 ;947
600383000;5;Energest  ] Radio total;57912168;  60000000 ;965
600390000;7;Energest  ] CPU;1956448;  60000000 ;32
600390000;7;Energest  ] LPM;58043552;  60000000 ;967
600390000;7;Energest  ] Deep LPM;0;  60000000 ;0
600390000;7;Energest  ] Radio Tx;945944;  60000000 ;15
600390000;7;Energest  ] Radio Rx;56984392;  60000000 ;949
600390000;7;Energest  ] Radio total;57930336;  60000000 ;965
600527000;3;Energest  ] CPU;822216;  60000000 ;13
600527000;3;Energest  ] LPM;59177784;  60000000 ;986
600527000;3;Energest  ] Deep LPM;0;  60000000 ;0
600527000;3;Energest  ] Radio Tx;224792;  60000000 ;3
600527000;3;Energest  ] Radio Rx;57675208;  60000000 ;961
600527000;3;Energest  ] Radio total;57900000;  60000000 ;965
600576000;6;Energest  ] CPU;861560;  60000000 ;14
600576000;6;Energest  ] LPM;59138440;  60000000 ;985
600576000;6;Energest  ] Deep LPM;0;  60000000 ;0
600576000;6;Energest  ] Radio Tx;81408;  60000000 ;1
600576000;6;Energest  ] Radio Rx;57841344;  60000000 ;964
600576000;6;Energest  ] Radio total;57922752;  60000000 ;965
600739000;2;Energest  ] CPU;301008;  60000000 ;5
600739000;2;Energest  ] LPM;59698992;  60000000 ;994
600739000;2;Energest  ] Deep LPM;0;  60000000 ;0
600739000;2;Energest  ] Radio Tx;151520;  60000000 ;2
600739000;2;Energest  ] Radio Rx;50614984;  60000000 ;843
600739000;2;Energest  ] Radio total;50766504;  60000000 ;846
600858000;4;Energest  ] CPU;867096;  60000000 ;14
600858000;4;Energest  ] LPM;59132904;  60000000 ;985
600858000;4;Energest  ] Deep LPM;0;  60000000 ;0
600858000;4;Energest  ] Radio Tx;305448;  60000000 ;5
600858000;4;Energest  ] Radio Rx;57594552;  60000000 ;959
600858000;4;Energest  ] Radio total;57900000;  60000000 ;965
660262000;1;Energest  ] CPU;1134392;  60000000 ;18
660262000;1;Energest  ] LPM;58865608;  60000000 ;981
660262000;1;Energest  ] Deep LPM;0;  60000000 ;0
660262000;1;Energest  ] Radio Tx;538768;  60000000 ;8
660262000;1;Energest  ] Radio Rx;56311232;  60000000 ;938
660262000;1;Energest  ] Radio total;56850000;  60000000 ;947
660383000;5;Energest  ] CPU;2125224;  60000000 ;35
660383000;5;Energest  ] LPM;57874776;  60000000 ;964
660383000;5;Energest  ] Deep LPM;0;  60000000 ;0
660383000;5;Energest  ] Radio Tx;1098192;  60000000 ;18
660383000;5;Energest  ] Radio Rx;55785536;  60000000 ;929
660383000;5;Energest  ] Radio total;56883728;  60000000 ;948
660390000;7;Energest  ] CPU;2038016;  60000000 ;33
660390000;7;Energest  ] LPM;57961984;  60000000 ;966
660390000;7;Energest  ] Deep LPM;0;  60000000 ;0
660390000;7;Energest  ] Radio Tx;997608;  60000000 ;16
660390000;7;Energest  ] Radio Rx;55852392;  60000000 ;930
660390000;7;Energest  ] Radio total;56850000;  60000000 ;947
660527000;3;Energest  ] CPU;834640;  60000000 ;13
660527000;3;Energest  ] LPM;59165360;  60000000 ;986
660527000;3;Energest  ] Deep LPM;0;  60000000 ;0
660527000;3;Energest  ] Radio Tx;241824;  60000000 ;4
660527000;3;Energest  ] Radio Rx;55569552;  60000000 ;926
660527000;3;Energest  ] Radio total;55811376;  60000000 ;930
660576000;6;Energest  ] CPU;841808;  60000000 ;14
660576000;6;Energest  ] LPM;59158192;  60000000 ;985
660576000;6;Energest  ] Deep LPM;0;  60000000 ;0
660576000;6;Energest  ] Radio Tx;58656;  60000000 ;0
660576000;6;Energest  ] Radio Rx;56791344;  60000000 ;946
