Time;MoteID;State;Value;TotalTicks;Permil
480024000;10;Radio Tx;109392;  60000000 ;1
480024000;10;Radio Rx;59890608;  60000000 ;998
480024000;10;Radio total;60000000;  60000000 ;1000
480256000;7;CPU;60000000;  60000000 ;1000
480256000;7;LPM;0;  60000000 ;0
480256000;7;Deep LPM;0;  60000000 ;0
480256000;7;Radio Tx;42392;  60000000 ;0
480256000;7;Radio Rx;59957608;  60000000 ;999
480256000;7;Radio total;60000000;  60000000 ;1000
480426000;11;CPU;60000000;  60000000 ;1000
480426000;11;LPM;0;  60000000 ;0
480426000;11;Deep LPM;0;  60000000 ;0
480426000;11;Radio Tx;105136;  60000000 ;1
480426000;11;Radio Rx;59894864;  60000000 ;998
480426000;11;Radio total;60000000;  60000000 ;1000
480433000;3;CPU;60000000;  60000000 ;1000
480433000;3;LPM;0;  60000000 ;0
480433000;3;Deep LPM;0;  60000000 ;0
480433000;3;Radio Tx;125512;  60000000 ;2
480433000;3;Radio Rx;59874488;  60000000 ;997
480433000;3;Radio total;60000000;  60000000 ;1000
480455000;1;CPU;60000000;  60000000 ;1000
480455000;1;LPM;0;  60000000 ;0
480455000;1;Deep LPM;0;  60000000 ;0
480455000;1;Radio Tx;631888;  60000000 ;10
480455000;1;Radio Rx;59368112;  60000000 ;989
480455000;1;Radio total;60000000;  60000000 ;1000
480529000;5;CPU;60000000;  60000000 ;1000
480529000;5;LPM;0;  60000000 ;0
480529000;5;Deep LPM;0;  60000000 ;0
480529000;5;Radio Tx;118456;  60000000 ;1
480529000;5;Radio Rx;59881544;  60000000 ;998
480529000;5;Radio total;60000000;  60000000 ;1000
480599000;12;CPU;60000000;  60000000 ;1000
480599000;12;LPM;0;  60000000 ;0
480599000;12;Deep LPM;0;  60000000 ;0
480599000;12;Radio Tx;41136;  60000000 ;0
480599000;12;Radio Rx;59958864;  60000000 ;999
480599000;12;Radio total;60000000;  60000000 ;1000
480871000;6;CPU;60000000;  60000000 ;1000
480871000;6;LPM;0;  60000000 ;0
480871000;6;Deep LPM;0;  60000000 ;0
480871000;6;Radio Tx;44024;  60000000 ;0
480871000;6;Radio Rx;59955976;  60000000 ;999
480871000;6;Radio total;60000000;  60000000 ;1000
480963000;4;CPU;60000000;  60000000 ;1000
480963000;4;LPM;0;  60000000 ;0
480963000;4;Deep LPM;0;  60000000 ;0
480963000;4;Radio Tx;345584;  60000000 ;5
480963000;4;Radio Rx;59654416;  60000000 ;994
480963000;4;Radio total;60000000;  60000000 ;1000
480997000;2;CPU;60000000;  60000000 ;1000
480997000;2;LPM;0;  60000000 ;0
480997000;2;Deep LPM;0;  60000000 ;0
480997000;2;Radio Tx;1223864;  60000000 ;20
480997000;2;Radio Rx;58776136;  60000000 ;979
480997000;2;Radio total;60000000;  60000000 ;1000
540024000;10;CPU;60000000;  60000000 ;1000
540024000;10;LPM;0;  60000000 ;0
540024000;10;Deep LPM;0;  60000000 ;0
540024000;10;Radio Tx;103256;  60000000 ;1
540024000;10;Radio Rx;59896744;  60000000 ;998
540024000;10;Radio total;60000000;  60000000 ;1000
540132000;13;CPU;60000000;  60000000 ;1000
540132000;13;LPM;0;  60000000 ;0
540132000;13;Deep LPM;0;  60000000 ;0
540132000;13;Radio Tx;1089520;  60000000 ;18
540132000;13;Radio Rx;58910480;  60000000 ;981
540132000;13;Radio total;60000000;  60000000 ;1000
540256000;7;CPU;60000000;  60000000 ;1000
540256000;7;LPM;0;  60000000 ;0
540256000;7;Deep LPM;0;  60000000 ;0
540256000;7;Radio Tx;45176;  60000000 ;0
540256000;7;Radio Rx;59954824;  60000000 ;999
540256000;7;Radio total;60000000;  60000000 ;1000
540409000;9;CPU;60000000;  60000000 ;1000
540409000;9;LPM;0;  60000000 ;0
540409000;9;Deep LPM;0;  60000000 ;0
540409000;9;Radio Tx;109848;  60000000 ;1
540409000;9;Radio Rx;59890152;  60000000 ;998
540409000;9;Radio total;60000000;  60000000 ;1000
540426000;11;CPU;60000000;  60000000 ;1000
540426000;11;LPM;0;  60000000 ;0
540426000;11;Deep LPM;0;  60000000 ;0
540426000;11;Radio Tx;102048;  60000000 ;1
540426000;11;Radio Rx;59897952;  60000000 ;998
540426000;11;Radio total;60000000;  60000000 ;1000
540433000;3;CPU;60000000;  60000000 ;1000
540433000;3;LPM;0;  60000000 ;0
540433000;3;Deep LPM;0;  60000000 ;0
540433000;3;Radio Tx;116128;  60000000 ;1
540433000;3;Radio Rx;59883872;  60000000 ;998
540433000;3;Radio total;60000000;  60000000 ;1000
540455000;1;CPU;60000000;  60000000 ;1000
540455000;1;LPM;0;  60000000 ;0
540455000;1;Deep LPM;0;  60000000 ;0
540455000;1;Radio Tx;644104;  60000000 ;10
540455000;1;Radio Rx;59355896;  60000000 ;989
540455000;1;Radio total;60000000;  60000000 ;1000
540529000;5;CPU;60000000;  60000000 ;1000
540529000;5;LPM;0;  60000000 ;0
540529000;5;Deep LPM;0;  60000000 ;0
